Compound,Date,Negative,Neutral,Positive,Tweet,Tweets_Ago,User
0.0,Mon Jan 29 03:26:16 +0000 2018,1.0,0.0,0.0,"Air Force One needs 2 new refrigerators. Together, they cost $24 million. https://t.co/1iacGM68vG",18,@nytimes
-0.296,Mon Jan 29 03:11:51 +0000 2018,0.855,0.145,0.0,RT @nytimesmusic: Need to catch up on the #Grammys? Here's what you've missed: https://t.co/jLHRT7Nq47,19,@nytimes
-0.5719,Mon Jan 29 02:59:54 +0000 2018,0.837,0.163,0.0,"Since it's the subject of a #Grammys bit, here's the @nytimesbooks review of “Fire and Fury: Inside the Trump White… https://t.co/fFB2ewRiyK",20,@nytimes
-0.9517,Mon Jan 29 06:05:02 +0000 2018,0.385,0.57,0.045,"Myanmar’s military has a long history of murdering civilians, torturing and executing prisoners, committing rape, c… https://t.co/l863oU2K0r",21,@nytimes
0.3612,Mon Jan 29 05:50:04 +0000 2018,0.912,0.0,0.088,"RT @peterbakernyt: “The China One Belt, One Road is going to be the new WTO — like it or not"": While Trump talked at Davos, Beijing was the…",22,@nytimes
0.0,Mon Jan 29 05:35:49 +0000 2018,1.0,0.0,0.0,See this year's Oscar nominees and make your picks https://t.co/pXPI9wDE3o https://t.co/KYFMGquxJ1,23,@nytimes
0.0,Mon Jan 29 05:19:35 +0000 2018,1.0,0.0,0.0,"Get our Grammys analysis and the latest in pop music news with Louder, @nytimesmusic's weekly newsletter: https://t.co/7mbiR4vX4I",24,@nytimes
0.2023,Mon Jan 29 05:07:21 +0000 2018,0.913,0.0,0.087,"The L.A. Times is expected to replace its top editor, Lewis D'Vorkin, with the Chicago Sun-Times veteran Jim Kirk https://t.co/DgtlkJfeRQ",25,@nytimes
0.0772,Mon Jan 29 05:01:46 +0000 2018,0.92,0.0,0.08,Want to watch a documentary on Netflix that won't bum you out? We've got you covered. https://t.co/ndzyH3euTS,26,@nytimes
-0.5719,Mon Jan 29 04:46:06 +0000 2018,0.829,0.171,0.0,"Hillary Clinton made an unexpected cameo at the Grammys, reading from a book about chaos in the Trump administration https://t.co/5tpvkilyfA",27,@nytimes
0.0,Mon Jan 29 04:36:03 +0000 2018,1.0,0.0,0.0,Photos from the Grammys red carpet https://t.co/1pDDAGYUrl https://t.co/TIrCovXzxO,28,@nytimes
0.0,Mon Jan 29 04:26:07 +0000 2018,1.0,0.0,0.0,"Fact Check: President Trump bragged to Jay-Z about black employment. Is he right?
 https://t.co/QC2ILA8Ong",29,@nytimes
0.5719,Mon Jan 29 04:06:36 +0000 2018,0.856,0.0,0.144,Bruno Mars won album of the year for “24K Magic” at the Grammys. Women of the music industry came together for a… https://t.co/o9GpnT9ID7,30,@nytimes
0.4767,Mon Jan 29 04:05:02 +0000 2018,0.744,0.0,0.256,The complete list of winners at the 2018 Grammys https://t.co/0eIY0HZuqH,31,@nytimes
0.5719,Mon Jan 29 04:02:16 +0000 2018,0.829,0.0,0.171,"The NYT review of Bruno Mars's ""24K Magic,"" which just won the Grammy for Album of the Year https://t.co/M35nv9VViZ",32,@nytimes
0.0,Mon Jan 29 03:53:04 +0000 2018,1.0,0.0,0.0,"Janelle Monae: ""Just as we have the power to shape culture, we also have the power to undo a culture that does not… https://t.co/NvbrxH8egg",33,@nytimes
0.0,Mon Jan 29 03:45:45 +0000 2018,1.0,0.0,0.0,RT @melbournecoal: BREAK: Jim Kirk named editor in chief of the Los Angeles Times. Lewis D'Vorkin becomes chief content officer of Tronc. h…,34,@nytimes
0.0,Mon Jan 29 03:45:37 +0000 2018,1.0,0.0,0.0,RT @kimseverson: Things between @chefjoseandres and @IvankaTrump might not be as patched up as it seemed. https://t.co/D7C1wxyEaQ,35,@nytimes
-0.5994,Mon Jan 29 03:39:55 +0000 2018,0.786,0.214,0.0,"Janelle Monae: ""We say time’s up for pay inequality, time’s up for discrimination, time’s up for harassment of any… https://t.co/lv85cIzzRh",36,@nytimes
0.0,Mon Jan 29 03:29:05 +0000 2018,1.0,0.0,0.0,"TFW you're on the red carpet with SZA

Here's the story, about how SZA's “Ctrl” emerged as one of the year’s most c… https://t.co/TpAB53eS8Z",37,@nytimes
0.0,Mon Jan 29 03:26:16 +0000 2018,1.0,0.0,0.0,"Air Force One needs 2 new refrigerators. Together, they cost $24 million. https://t.co/1iacGM68vG",38,@nytimes
-0.296,Mon Jan 29 03:11:51 +0000 2018,0.855,0.145,0.0,RT @nytimesmusic: Need to catch up on the #Grammys? Here's what you've missed: https://t.co/jLHRT7Nq47,39,@nytimes
-0.5719,Mon Jan 29 02:59:54 +0000 2018,0.837,0.163,0.0,"Since it's the subject of a #Grammys bit, here's the @nytimesbooks review of “Fire and Fury: Inside the Trump White… https://t.co/fFB2ewRiyK",40,@nytimes
0.0,Mon Jan 29 02:57:58 +0000 2018,1.0,0.0,0.0,"Meet the Stereotypes, the guys who give Bruno Mars his bounce. They also contributed to ""That's What I Like,"" which… https://t.co/IsFSkAqmCx",41,@nytimes
-0.8385,Mon Jan 29 02:49:06 +0000 2018,0.655,0.345,0.0,Why attack a hotel? Why turn an ambulance into a car bomb? We examine the desperate calculus behind the Taliban's w… https://t.co/S10RpFt5yK,42,@nytimes
0.4767,Mon Jan 29 02:47:23 +0000 2018,0.693,0.0,0.307,A running list of Grammys winners so far https://t.co/xn2EKs704v,43,@nytimes
0.0,Mon Jan 29 02:44:04 +0000 2018,1.0,0.0,0.0,RT @nytimesmusic: Camila Cabello is on the #Grammys stage talking about being the daughter of immigrants. Here's our profile of the singer:…,44,@nytimes
0.0,Mon Jan 29 02:36:05 +0000 2018,1.0,0.0,0.0,"Taking a page from the Time's Up initiative, the music industry donned white roses at the Grammys as a gesture of u… https://t.co/cjy7JfhStL",45,@nytimes
-0.5106,Mon Jan 29 02:32:16 +0000 2018,0.845,0.155,0.0,More than 160 women say Larry Nassar sexually abused them. Here are his accusers in their own words.… https://t.co/haNzYpnqbE,46,@nytimes
0.0,Mon Jan 29 02:14:11 +0000 2018,1.0,0.0,0.0,Another one https://t.co/5VGgwVUcXR https://t.co/Zzeel9DkrM,47,@nytimes
-0.3071,Mon Jan 29 02:08:40 +0000 2018,0.796,0.131,0.073,"RT @NYTStyles: We're well into the *real* show, BUT in case you missed the red carpet ... #Grammys https://t.co/1ezGzOZrKn",48,@nytimes
-0.296,Mon Jan 29 02:06:28 +0000 2018,0.784,0.216,0.0,What you've missed at the Grammys so far https://t.co/6iQkOG1MSs,49,@nytimes
0.5514,Mon Jan 29 01:55:08 +0000 2018,0.835,0.0,0.165,Have you been brushing up on relative clauses? Subject-verb agreement? Test your skills in our copy editing quiz. https://t.co/spcbeQe1wg,50,@nytimes
0.836,Mon Jan 29 01:39:16 +0000 2018,0.655,0.0,0.345,"The NYT review of Kendrick Lamar's ""DAMN."", which just won the Grammy for best rap album https://t.co/68dRgs4kI8",51,@nytimes
0.4767,Mon Jan 29 01:35:06 +0000 2018,0.78,0.0,0.22,"A running list of Grammys winners, including Ed Sheeran and Kendrick Lamar https://t.co/xA6KmO0luw",52,@nytimes
0.0,Mon Jan 29 01:28:46 +0000 2018,1.0,0.0,0.0,"RT @NYTStyles: See @camila_cabello, @iamcardib, @chrissyteigen and more of your faves on the #Grammys red carpet https://t.co/YAC4AoYprR ht…",53,@nytimes
-0.3595,Mon Jan 29 01:28:40 +0000 2018,0.889,0.111,0.0,"RT @nytimesmusic: Read the NYT review of Childish Gambino's “Awaken, My Love!” while Donald Glover is performing ""Terrified"" on the #Grammy…",54,@nytimes
-0.4767,Mon Jan 29 01:17:43 +0000 2018,0.721,0.279,0.0,Musicians with fake followers purchased from Devumi https://t.co/A4Z8xzEJA8 https://t.co/PKoD3Mo8Bj,55,@nytimes
0.5719,Mon Jan 29 01:15:10 +0000 2018,0.748,0.0,0.252,"How Ed Sheeran made “Shape of You,” which just won a Grammy https://t.co/Z558mNxLon",56,@nytimes
0.2023,Mon Jan 29 01:13:22 +0000 2018,0.904,0.0,0.096,"Jon Batiste, in a tribute to Fats Domino for @nytopinion: ""Mr. Domino pioneered a rollicking style of piano playing"" https://t.co/FpBHFEvdXF",57,@nytimes
0.128,Mon Jan 29 01:07:34 +0000 2018,0.734,0.119,0.147,Highlights from the report to the FDA about the benefits and risks of e-cigarettes https://t.co/4fQaLgNhlL,58,@nytimes
0.8832,Mon Jan 29 00:58:32 +0000 2018,0.558,0.0,0.442,RT @nytimesmusic: The #Grammys just awarded best new artist to Alessia Cara. More winners here: https://t.co/b1HWdorY0w,59,@nytimes
-0.3818,Mon Jan 29 00:56:19 +0000 2018,0.874,0.126,0.0,RT @nytimesarts: We talked to Sam Smith earlier this year. He cried when he talked about writing “Pray.” https://t.co/wL6WdnNt4o,60,@nytimes
0.5267,Mon Jan 29 00:53:32 +0000 2018,0.861,0.0,0.139,"President Trump took aim at Jay-Z in tweets earlier this morning. In November, Jay-Z said ""an ideal way is to have… https://t.co/k396wLUgGB",61,@nytimes
0.836,Mon Jan 29 00:45:25 +0000 2018,0.683,0.0,0.317,"Kendrick Lamar and Rihanna just won a Grammy for Best Rap/Sung Performance for ""Loyalty."" Here's our review of Kend… https://t.co/KTwRGNL8Ol",62,@nytimes
0.4767,Mon Jan 29 00:33:07 +0000 2018,0.721,0.0,0.279,"A running list of Grammys winners, including Kendrick Lamar https://t.co/FAU4Wpli0c",63,@nytimes
0.0,Mon Jan 29 00:27:25 +0000 2018,1.0,0.0,0.0,"RT @NYTFashion: .@iamcardib: “I know for a fact that all the teachers from kindergarten to high school, I know they remember me.” Oh, we're…",64,@nytimes
0.0,Mon Jan 29 00:21:41 +0000 2018,1.0,0.0,0.0,"RT @nytimesmusic: Of the 899 individuals who have been nominated for the last six #Grammys, 90.7 percent were men https://t.co/LlG9XMS0xO",65,@nytimes
0.0,Mon Jan 29 00:10:10 +0000 2018,1.0,0.0,0.0,Will Jay-Z or Kendrick Lamar score a big victory for rap? Will “Despacito” break new ground for Spanish-language po… https://t.co/Z59MTXWdLk,66,@nytimes
0.5859,Mon Jan 29 00:03:42 +0000 2018,0.826,0.0,0.174,"RT @NYTFashion: “If I win, I’m gonna just think about everything I’m gonna buy the next day.” — @LILUZIVERT #Grammys https://t.co/jW2NWdaOv…",67,@nytimes
0.3818,Mon Jan 29 00:00:29 +0000 2018,0.885,0.0,0.115,"Part of the seismic shift in Africa, as rapid economic growth transforms every aspect of life, includes the very sh… https://t.co/Ulxw97TWca",68,@nytimes
0.0,Sun Jan 28 23:46:05 +0000 2018,1.0,0.0,0.0,In case you're wondering what the white roses at the #Grammys are about: https://t.co/tP5F9WbDob,69,@nytimes
-0.2732,Sun Jan 28 23:40:23 +0000 2018,0.896,0.104,0.0,Here's the article that Ryan Seacrest cut out and just showed to SZA on the Grammys red carpet: https://t.co/e2HPKayOJA,70,@nytimes
0.0,Sun Jan 28 23:34:23 +0000 2018,1.0,0.0,0.0,The latest photos from the Grammys red carpet https://t.co/IlePWBQZ9m https://t.co/F2GKYUo9iM,71,@nytimes
0.3818,Sun Jan 28 23:25:44 +0000 2018,0.867,0.0,0.133,Scientists found that 318 genes worked differently after most subjects in a study had gained even a little weight https://t.co/ASNo4AAJco,72,@nytimes
0.0,Sun Jan 28 23:09:39 +0000 2018,1.0,0.0,0.0,Character Study: The Pin Chaser in Charge https://t.co/x3xCvdPweW,73,@nytimes
-0.5106,Sun Jan 28 23:03:05 +0000 2018,0.798,0.202,0.0,The Israeli premier’s embattled wife can be heard screaming at a publicist over a gossip item that did not mention… https://t.co/DaFIIZEfop,74,@nytimes
0.0772,Sun Jan 28 22:58:16 +0000 2018,0.885,0.0,0.115,"Want updates on the #Grammys? Follow @sisario, @nytimesmusic and @NYTStyles. https://t.co/biKqrEPmYX",75,@nytimes
0.0,Sun Jan 28 22:49:03 +0000 2018,1.0,0.0,0.0,"Latinos with roots in New Mexico are discovering ancestors who were Native American slaves, prompting new debates o… https://t.co/JL4jgaFxSD",76,@nytimes
0.4404,Sun Jan 28 22:42:13 +0000 2018,0.736,0.074,0.19,"Among the #Grammys winners so far: Carrie Fisher, Foo Fighters and Bruno Mars https://t.co/uXfeIMHtMy",77,@nytimes
0.0,Sun Jan 28 22:35:36 +0000 2018,1.0,0.0,0.0,"RT @nytimesmusic: SZA almost quit music. Tonight, she's the most nominated woman at the #Grammys. https://t.co/zVg6V9tbik https://t.co/34F9…",78,@nytimes
0.0,Sun Jan 28 22:30:14 +0000 2018,1.0,0.0,0.0,"In wake of sexual misconduct allegations against Chuck Close, museums wrestle with separating the art from the arti… https://t.co/WrPlYx8W0F",79,@nytimes
0.7717,Sun Jan 28 22:15:05 +0000 2018,0.7,0.0,0.3,People joke that it’s now easier in many Chinese cities to use Communist Party slogans rather than street names to… https://t.co/9PtSf2p74Y,80,@nytimes
0.4939,Sun Jan 28 22:00:06 +0000 2018,0.862,0.0,0.138,"At the Sundance Film Festival, stories of resilience were met with acclaim, as were works by female directors and w… https://t.co/0EixMGGwj8",81,@nytimes
0.2023,Sun Jan 28 21:45:03 +0000 2018,0.899,0.0,0.101,A substantial rise in oil prices in recent months has led to a resurgence in American oil production https://t.co/N5yrztcRTW,82,@nytimes
0.6369,Sun Jan 28 21:30:02 +0000 2018,0.802,0.0,0.198,"6 different films from 20th Century Fox, including the word-of-mouth hit “The Greatest Showman,” appeared on the bo… https://t.co/W2bmQ92RKo",83,@nytimes
-0.4835,Sun Jan 28 21:15:09 +0000 2018,0.747,0.169,0.085,"An elite team came to the rescue of a French climber, but extremely harsh conditions have left them unable to reach… https://t.co/xABZuOHIm9",84,@nytimes
-0.4019,Sun Jan 28 21:00:08 +0000 2018,0.876,0.124,0.0,"Why is Woody Allen's career in peril? Despite his denials, his accuser, his daughter Dylan Farrow, tells The Times… https://t.co/0KiWOX0NLK",85,@nytimes
0.3818,Sun Jan 28 20:45:02 +0000 2018,0.86,0.0,0.14,How a bot stole a Minnesota high school student's social identity to promote cryptocurrency and graphic adult conte… https://t.co/vBpPLCQzmW,86,@nytimes
0.0,Sun Jan 28 20:30:12 +0000 2018,0.483,0.276,0.241,"David Frum argues that Donald Trump's greatest talent is for exploiting weaknesses, and the Democrats have given hi… https://t.co/oaHfyS3FTq",87,@nytimes
0.6369,Sun Jan 28 20:15:13 +0000 2018,0.833,0.0,0.167,"Best known to audiences for his TV roles on “Happy Endings” and “The Mindy Project,” Adam Pally is jumping into the… https://t.co/NnivDQuhU0",88,@nytimes
-0.5994,Sun Jan 28 20:00:18 +0000 2018,0.822,0.178,0.0,"The Humanity Star has been called a disco ball, a Dungeons and Dragons die, and space graffiti. Some astronomers ar… https://t.co/7qRLRFjgB5",89,@nytimes
-0.1779,Sun Jan 28 19:45:02 +0000 2018,0.773,0.13,0.097,"Opinion: ""The problem with this seemingly harmless question is that such an interrogation demonstrates how white pe… https://t.co/J6QpitVYzB",90,@nytimes
0.296,Sun Jan 28 19:30:04 +0000 2018,0.896,0.0,0.104,"As a teenager, Robert Ellsberg pitched in twice at the copying machine, helping his father make duplicates of the c… https://t.co/iPaMtOPUbS",91,@nytimes
0.4215,Sun Jan 28 19:15:06 +0000 2018,0.877,0.0,0.123,"President Trump used Davos to urge business leaders to invest in the United States. But during the meeting, it was… https://t.co/T5CpJ4hdBL",92,@nytimes
0.802,Sun Jan 28 19:07:27 +0000 2018,0.762,0.0,0.238,RT @nytimesarts: All eyes will be on Jay-Z if he wins an award at the Grammys tonight. President Trump responded to comments the music mogu…,93,@nytimes
0.2732,Sun Jan 28 19:00:22 +0000 2018,0.877,0.0,0.123,"A blizzard descended on Iran, blanketing large parts of the country and taking everyone by surprise https://t.co/PFhTxTl4YL",94,@nytimes
0.2023,Sun Jan 28 18:45:10 +0000 2018,0.859,0.0,0.141,Here’s what you need to know about the week’s top stories https://t.co/HDauWojUZh,95,@nytimes
-0.296,Sun Jan 28 18:30:05 +0000 2018,0.739,0.157,0.104,Marco Rubio fired his chief of staff after he determined that the employee had “violated office policies regarding… https://t.co/Fy8LT6Vnvr,96,@nytimes
0.1779,Sun Jan 28 18:23:40 +0000 2018,0.928,0.0,0.072,RT @nytimesarts: Can Woody Allen work in Hollywood again? Actors are rebuking him. Amazon may end its relationship with him. His sister say…,97,@nytimes
0.3182,Sun Jan 28 18:15:09 +0000 2018,0.887,0.0,0.113,Florida’s Stand Your Ground law was meant to make sure that average residents could defend themselves without fear… https://t.co/Zv5v65wmPG,98,@nytimes
0.4588,Sun Jan 28 18:08:50 +0000 2018,0.857,0.0,0.143,"RT @nickconfessore: A @nytimes team uncovered a global black market in social identity theft. 
The customers? Some of your favorite reality…",99,@nytimes
0.0,Sun Jan 28 18:00:13 +0000 2018,1.0,0.0,0.0,🐐 https://t.co/sS4cV4QvYb,100,@nytimes
